schoolnames,schoolurls,schoolwins,year,games,overallwins,overalllosses,winlosspct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate0
Belmont,https://www.sports-reference.com/cbb/schools/belmont/2008.html,0,2008,34,25,9,0.735,-0.12,-3.44,14,2,14,1,9,5,2714,2497,,,0.332,0.471,0.564,51.1,62.6,,3.3,0.537,17.2,,0.231
Boise State,https://www.sports-reference.com/cbb/schools/boise-state/2008.html,0,2008,34,25,9,0.735,1.6,-2.07,12,4,11,5,12,3,2767,2567,,,0.393,0.353,0.596,51.7,60.9,,3.8,0.577,18.7,,0.26
Brigham Young,https://www.sports-reference.com/cbb/schools/brigham-young/2008.html,0,2008,35,27,8,0.771,11.82,1.33,14,2,16,0,8,5,2580,2213,,,0.374,0.388,0.556,53,64.8,,6.6,0.532,17.5,,0.245
Butler,https://www.sports-reference.com/cbb/schools/butler/2008.html,1,2008,34,30,4,0.882,13,2.64,16,2,14,1,11,2,2339,1985,,,0.367,0.485,0.576,48.9,57.3,,4.9,0.541,14.8,,0.271
Cal State Fullerton,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/2008.html,0,2008,33,24,9,0.727,5.64,-3.06,12,4,11,3,9,5,2700,2398,,,0.323,0.36,0.568,50.7,51.8,,2.7,0.542,15.8,,0.227
Clemson,https://www.sports-reference.com/cbb/schools/clemson/2008.html,0,2008,34,24,10,0.706,18.05,9.08,10,6,14,2,7,5,2693,2372,,,0.309,0.332,0.536,51.5,53.5,,9.4,0.518,16.7,,0.193
Connecticut,https://www.sports-reference.com/cbb/schools/connecticut/2008.html,0,2008,33,24,9,0.727,15.54,6.76,13,5,16,1,7,4,2556,2266,,,0.481,0.247,0.553,54.2,56.2,,13.1,0.506,16.3,,0.347
Coppin State,https://www.sports-reference.com/cbb/schools/coppin-state/2008.html,0,2008,37,16,21,0.432,-14.51,-6.2,7,9,5,5,4,14,2212,2443,,,0.372,0.24,0.485,46.5,44.8,,4,0.437,19.1,,0.265
Cornell,https://www.sports-reference.com/cbb/schools/cornell/2008.html,0,2008,28,22,6,0.786,0.76,-4.74,14,0,12,1,10,4,2136,1917,,,0.33,0.357,0.591,50.3,56.3,,5.6,0.558,17.4,,0.251
Davidson,https://www.sports-reference.com/cbb/schools/davidson/2008.html,3,2008,36,29,7,0.806,13.93,1.66,20,0,12,1,11,3,2803,2274,,,0.261,0.41,0.567,52.4,59.6,,6.1,0.544,14.7,,0.187
Drake,https://www.sports-reference.com/cbb/schools/drake/2008.html,0,2008,33,28,5,0.848,14.08,4.15,15,3,14,1,10,3,2440,2050,,,0.359,0.459,0.57,52.2,59.4,,4.9,0.531,15.4,,0.272
Duke,https://www.sports-reference.com/cbb/schools/duke/2008.html,1,2008,34,28,6,0.824,21.52,9.28,13,3,15,1,6,2,2830,2361,,,0.409,0.392,0.569,50.1,51.6,,6.6,0.536,15.7,,0.285
George Mason,https://www.sports-reference.com/cbb/schools/george-mason/2008.html,0,2008,34,23,11,0.676,6.07,-0.75,12,6,13,1,5,7,2356,2124,,,0.398,0.332,0.557,52.8,53.8,,5.8,0.523,16.1,,0.28
Georgetown,https://www.sports-reference.com/cbb/schools/georgetown/2008.html,1,2008,34,28,6,0.824,18.73,7.23,15,3,16,0,8,4,2367,1976,,,0.34,0.402,0.584,52.1,61.6,,8.9,0.567,18.4,,0.222
Georgia,https://www.sports-reference.com/cbb/schools/georgia/2008.html,0,2008,34,17,17,0.5,7.24,7.03,4,12,11,5,2,8,2314,2290,,,0.324,0.316,0.513,52.8,47.1,,6,0.482,18.3,,0.22
Gonzaga,https://www.sports-reference.com/cbb/schools/gonzaga/2008.html,0,2008,33,25,8,0.758,14.81,2.15,13,1,13,1,7,3,2524,2106,,,0.397,0.319,0.578,53.7,53.7,,8.2,0.545,17.8,,0.283
Indiana,https://www.sports-reference.com/cbb/schools/indiana/2008.html,0,2008,33,25,8,0.758,15.78,6.08,14,4,17,2,7,3,2476,2156,,,0.419,0.349,0.569,54.6,52,,6.7,0.523,17.1,,0.318
Kansas State,https://www.sports-reference.com/cbb/schools/kansas-state/2008.html,1,2008,33,21,12,0.636,15.79,7.79,10,6,14,2,3,5,2574,2274,,,0.374,0.32,0.529,55.6,55.8,,6,0.494,17.1,,0.257
Kansas,https://www.sports-reference.com/cbb/schools/kansas/2008.html,6,2008,40,37,3,0.925,26.9,8.2,13,3,19,0,8,3,3221,2460,,,0.368,0.295,0.592,55.6,61.3,,10.4,0.567,16.3,,0.258
Kent State,https://www.sports-reference.com/cbb/schools/kent-state/2008.html,0,2008,35,28,7,0.8,7.47,0.41,13,3,16,0,8,5,2412,2165,,,0.412,0.305,0.558,51,57.8,,7.3,0.52,19.3,,0.294
Kentucky,https://www.sports-reference.com/cbb/schools/kentucky/2008.html,0,2008,31,18,13,0.581,9.19,7.09,12,4,14,4,4,6,2124,2034,,,0.411,0.315,0.567,51.2,53.7,,8.8,0.527,20.7,,0.301
Louisville,https://www.sports-reference.com/cbb/schools/louisville/2008.html,3,2008,36,27,9,0.75,19,8,14,4,15,2,8,3,2611,2215,,,0.365,0.387,0.553,52,58.2,,8.9,0.531,17.2,,0.236
Marquette,https://www.sports-reference.com/cbb/schools/marquette/2008.html,1,2008,35,25,10,0.714,18.62,8.09,11,7,15,2,5,5,2658,2269,,,0.377,0.335,0.541,51.9,55.4,,7,0.505,15.5,,0.266
Maryland-Baltimore County,https://www.sports-reference.com/cbb/schools/maryland-baltimore-county/2008.html,0,2008,33,24,9,0.727,0.06,-4.53,13,3,13,1,9,7,2450,2258,,,0.332,0.33,0.549,49.2,57.5,,6,0.515,12.5,,0.241
Memphis,https://www.sports-reference.com/cbb/schools/memphis/2008.html,5,2008,40,38,2,0.95,23.73,5.76,16,0,19,1,10,0,3196,2477,,,0.404,0.352,0.546,54.1,55.7,,10.7,0.527,13.8,,0.248
Miami (FL),https://www.sports-reference.com/cbb/schools/miami-fl/2008.html,1,2008,34,23,11,0.676,12.38,7.13,8,8,14,2,4,6,2542,2309,,,0.386,0.309,0.541,51.4,52,,8,0.496,16.2,,0.288
Michigan State,https://www.sports-reference.com/cbb/schools/michigan-state/2008.html,2,2008,36,27,9,0.75,16.32,7.68,12,6,17,0,4,6,2564,2253,,,0.335,0.244,0.56,55,66.5,,7.7,0.526,17.6,,0.246
Mississippi State,https://www.sports-reference.com/cbb/schools/mississippi-state/2008.html,1,2008,34,23,11,0.676,13.42,5.74,12,4,12,3,7,4,2489,2228,,,0.39,0.366,0.546,52.7,50.6,,12.5,0.522,18.3,,0.252
Mississippi Valley State,https://www.sports-reference.com/cbb/schools/mississippi-valley-state/2008.html,0,2008,33,17,16,0.515,-15.28,-9.5,12,6,8,4,6,8,2036,2174,,,0.414,0.248,0.485,48.4,54.3,,5.1,0.44,18.4,,0.281
Mount St. Mary's,https://www.sports-reference.com/cbb/schools/mount-st-marys/2008.html,1,2008,34,19,15,0.559,-3.59,-5.12,11,7,8,7,10,7,2353,2301,,,0.387,0.304,0.535,48.7,53.2,,6.4,0.498,18.1,,0.272
Nevada-Las Vegas,https://www.sports-reference.com/cbb/schools/nevada-las-vegas/2008.html,1,2008,35,27,8,0.771,10.23,4.02,12,4,20,2,6,5,2440,2181,,,0.327,0.398,0.528,48.8,60.4,,5.6,0.488,14.1,,0.244
North Carolina,https://www.sports-reference.com/cbb/schools/north-carolina/2008.html,4,2008,39,36,3,0.923,24.17,8.12,14,2,14,2,13,0,3454,2828,,,0.38,0.226,0.571,57.2,52.5,,7,0.53,15.6,,0.288
Notre Dame,https://www.sports-reference.com/cbb/schools/notre-dame/2008.html,1,2008,33,25,8,0.758,16.15,7.03,14,4,17,0,5,4,2608,2297,,,0.34,0.336,0.557,53.7,66.5,,5.9,0.522,15.5,,0.251
Oklahoma,https://www.sports-reference.com/cbb/schools/oklahoma/2008.html,1,2008,35,23,12,0.657,11.97,7.85,9,7,14,3,4,6,2378,2234,,,0.387,0.336,0.534,51.9,52.5,,7,0.501,16.8,,0.264
Oral Roberts,https://www.sports-reference.com/cbb/schools/oral-roberts/2008.html,0,2008,33,24,9,0.727,5.71,-0.26,16,2,12,1,8,6,2282,2047,,,0.409,0.339,0.536,51.4,56.7,,7.2,0.503,16.8,,0.274
Oregon,https://www.sports-reference.com/cbb/schools/oregon/2008.html,0,2008,32,18,14,0.563,11.68,7.65,9,9,12,3,5,7,2450,2321,,,0.367,0.398,0.583,51.3,55.4,,4.3,0.558,16.1,,0.254
Pittsburgh,https://www.sports-reference.com/cbb/schools/pittsburgh/2008.html,1,2008,37,27,10,0.73,15.62,7.84,10,8,16,2,5,7,2731,2410,,,0.351,0.307,0.536,53,58,,6,0.508,14.9,,0.234
Portland State,https://www.sports-reference.com/cbb/schools/portland-state/2008.html,0,2008,33,23,10,0.697,1.72,-3.01,14,2,13,1,8,7,2438,2245,,,0.367,0.411,0.57,51.6,61.6,,6,0.545,18.5,,0.248
Purdue,https://www.sports-reference.com/cbb/schools/purdue/2008.html,1,2008,34,25,9,0.735,13.1,5.9,15,3,16,2,6,5,2367,2122,,,0.371,0.357,0.53,50.2,56,,8.8,0.491,16.3,,0.264
Saint Joseph's,https://www.sports-reference.com/cbb/schools/saint-josephs/2008.html,0,2008,34,21,13,0.618,9.63,3.98,9,7,8,5,9,6,2484,2292,,,0.397,0.356,0.58,50,58.4,,8.3,0.546,16.8,,0.288
Saint Mary's (CA),https://www.sports-reference.com/cbb/schools/saint-marys-ca/2008.html,0,2008,32,25,7,0.781,11.39,0.36,12,2,15,1,6,5,2421,2037,,,0.392,0.383,0.554,52.2,55.4,,9.1,0.527,16.7,,0.259
San Diego,https://www.sports-reference.com/cbb/schools/san-diego/2008.html,1,2008,36,22,14,0.611,3.39,1.45,11,3,13,5,7,6,2365,2296,,,0.35,0.27,0.527,51,54.8,,6,0.497,19.3,,0.235
Siena,https://www.sports-reference.com/cbb/schools/siena/2008.html,1,2008,34,23,11,0.676,4.06,-1.62,13,5,13,4,8,6,2613,2420,,,0.365,0.304,0.541,47,52.7,,5.9,0.509,13.7,,0.252
South Alabama,https://www.sports-reference.com/cbb/schools/south-alabama/2008.html,0,2008,33,26,7,0.788,7.76,-1.21,16,2,17,1,7,4,2478,2158,,,0.463,0.342,0.573,54.6,60.6,,5.4,0.536,17.4,,0.326
Southern California,https://www.sports-reference.com/cbb/schools/southern-california/2008.html,0,2008,33,21,12,0.636,13.89,8.59,11,7,10,5,7,4,2277,2102,,,0.387,0.278,0.563,50,49.9,,7.5,0.533,19.2,,0.265
Stanford,https://www.sports-reference.com/cbb/schools/stanford/2008.html,2,2008,36,28,8,0.778,16.31,6.95,13,5,16,1,7,5,2553,2216,,,0.396,0.271,0.535,55.5,58.3,,9.3,0.498,15.6,,0.275
Temple,https://www.sports-reference.com/cbb/schools/temple/2008.html,0,2008,34,21,13,0.618,8.16,4.57,11,5,10,3,7,5,2457,2335,,,0.353,0.394,0.575,49.2,59.5,,7.7,0.541,16.8,,0.261
Tennessee,https://www.sports-reference.com/cbb/schools/tennessee/2008.html,2,2008,36,31,5,0.861,18.41,7.84,14,2,16,0,9,2,2946,2519,,,0.379,0.388,0.553,50.4,61.5,,5.8,0.527,15.1,,0.25
Texas A&M,https://www.sports-reference.com/cbb/schools/texas-am/2008.html,1,2008,36,25,11,0.694,16.2,7.46,8,8,16,4,4,5,2548,2216,,,0.422,0.302,0.546,55,53.5,,7,0.522,16.4,,0.267
Texas-Arlington,https://www.sports-reference.com/cbb/schools/texas-arlington/2008.html,0,2008,33,21,12,0.636,-2.87,-4.62,7,9,14,3,4,8,2422,2274,,,0.407,0.317,0.558,52.1,53.8,,4.5,0.532,20.6,,0.266
Texas,https://www.sports-reference.com/cbb/schools/texas/2008.html,3,2008,38,31,7,0.816,18.13,8.59,13,3,17,1,7,3,2868,2467,,,0.317,0.35,0.545,51.8,48.5,,8.9,0.519,12,,0.217
UCLA,https://www.sports-reference.com/cbb/schools/ucla/2008.html,4,2008,39,35,4,0.897,21.71,7.71,16,2,16,2,9,1,2867,2300,,,0.376,0.283,0.562,56.3,54.6,,8,0.525,16.1,,0.275
Vanderbilt,https://www.sports-reference.com/cbb/schools/vanderbilt/2008.html,0,2008,34,26,8,0.765,10.96,5.54,10,6,19,0,4,6,2721,2537,,,0.383,0.381,0.577,49.5,65.3,,5.7,0.541,17.3,,0.282
Villanova,https://www.sports-reference.com/cbb/schools/villanova/2008.html,2,2008,35,22,13,0.629,11,7.69,9,9,13,3,4,7,2547,2431,,,0.389,0.349,0.534,51.9,53.7,,5.4,0.491,17.4,,0.283
Washington State,https://www.sports-reference.com/cbb/schools/washington-state/2008.html,2,2008,35,26,9,0.743,16.35,6.35,11,7,9,4,10,3,2325,1975,,,0.385,0.339,0.573,50.2,59.1,,5.9,0.537,15,,0.28
West Virginia,https://www.sports-reference.com/cbb/schools/west-virginia/2008.html,2,2008,37,26,11,0.703,17.97,7.16,11,7,13,2,4,5,2769,2352,,,0.361,0.343,0.545,51.6,58.1,,9.7,0.514,14,,0.249
Western Kentucky,https://www.sports-reference.com/cbb/schools/western-kentucky/2008.html,2,2008,36,29,7,0.806,9.34,0.24,16,2,13,1,10,3,2785,2403,,,0.358,0.326,0.565,52,46.1,,7.3,0.536,17.3,,0.251
Winthrop,https://www.sports-reference.com/cbb/schools/winthrop/2008.html,0,2008,34,22,12,0.647,3.61,-1.45,10,4,12,3,6,6,2205,1990,,,0.371,0.323,0.517,52.2,54.7,,7.2,0.498,17.1,,0.219
Wisconsin,https://www.sports-reference.com/cbb/schools/wisconsin/2008.html,2,2008,36,31,5,0.861,19.59,6.73,16,2,16,2,10,2,2421,1958,,,0.399,0.318,0.544,54.3,54.1,,6.4,0.506,16.4,,0.282
Xavier,https://www.sports-reference.com/cbb/schools/xavier/2008.html,3,2008,37,30,7,0.811,17.17,5.47,14,2,16,1,7,4,2780,2347,,,0.424,0.365,0.586,53.9,60.3,,6.1,0.546,16.8,,0.317
Akron,https://www.sports-reference.com/cbb/schools/akron/2009.html,0,2009,36,23,13,0.639,3.37,-2.01,10,6,11,3,8,8,2403,2171,,,0.358,0.394,0.522,49.2,54.2,,5,0.483,17.5,,0.253
Alabama State,https://www.sports-reference.com/cbb/schools/alabama-state/2009.html,0,2009,32,22,10,0.688,-6.13,-11.2,16,2,10,1,8,7,2202,2025,,,0.35,0.314,0.539,50.3,54.5,,9,0.517,17.5,,0.222
American,https://www.sports-reference.com/cbb/schools/american/2009.html,0,2009,32,24,8,0.75,-0.05,-5.49,13,1,13,1,11,6,2065,1891,,,0.318,0.381,0.556,51.9,56.1,,5.5,0.537,18.5,,0.206
Arizona State,https://www.sports-reference.com/cbb/schools/arizona-state/2009.html,1,2009,35,25,10,0.714,16.7,7.82,11,7,12,3,6,4,2428,2117,,,0.387,0.453,0.597,51,65.9,,4.5,0.564,16.5,,0.285
Arizona,https://www.sports-reference.com/cbb/schools/arizona/2009.html,2,2009,35,21,14,0.6,11.88,8.8,9,9,14,3,2,9,2529,2421,,,0.375,0.29,0.567,51.7,55.7,,6,0.53,16.5,,0.276
Binghamton,https://www.sports-reference.com/cbb/schools/binghamton/2009.html,0,2009,32,23,9,0.719,-3.27,-5.62,13,3,12,2,9,6,2239,2156,,,0.416,0.326,0.53,48.5,49.2,,8.5,0.495,16.9,,0.278
Boston College,https://www.sports-reference.com/cbb/schools/boston-college/2009.html,0,2009,34,22,12,0.647,10.36,7.23,9,7,15,4,5,5,2528,2397,,,0.367,0.325,0.538,51.9,56.8,,8.1,0.497,16.3,,0.271
Brigham Young,https://www.sports-reference.com/cbb/schools/brigham-young/2009.html,0,2009,33,25,8,0.758,15.12,4.15,12,4,14,2,9,3,2544,2150,,,0.356,0.332,0.579,52.7,59.1,,7.2,0.547,14.6,,0.26
Butler,https://www.sports-reference.com/cbb/schools/butler/2009.html,0,2009,32,26,6,0.813,10.07,2.07,15,3,15,2,11,3,2168,1854,,,0.43,0.454,0.559,52.5,59.1,,6.9,0.518,17.1,,0.311
Cal State Northridge,https://www.sports-reference.com/cbb/schools/cal-state-northridge/2009.html,0,2009,31,17,14,0.548,2.65,-0.14,11,5,10,2,5,11,2282,2178,,,0.338,0.337,0.544,52.4,52.4,,5.6,0.514,20.7,,0.235
University of California,https://www.sports-reference.com/cbb/schools/california/2009.html,0,2009,33,22,11,0.667,13.3,7.21,11,7,16,2,6,6,2472,2271,,,0.343,0.266,0.575,51.6,57.1,,3.9,0.54,15.7,,0.259
Chattanooga,https://www.sports-reference.com/cbb/schools/chattanooga/2009.html,0,2009,35,18,17,0.514,-6.25,-3.13,11,9,13,3,5,10,2657,2687,,,0.467,0.41,0.543,51.7,54.4,,4.4,0.51,18.4,,0.307
Clemson,https://www.sports-reference.com/cbb/schools/clemson/2009.html,0,2009,32,23,9,0.719,15.56,6.59,9,7,13,3,7,5,2507,2177,,,0.315,0.347,0.553,51.3,52.4,,11.3,0.528,16.8,,0.217
Cleveland State,https://www.sports-reference.com/cbb/schools/cleveland-state/2009.html,1,2009,37,26,11,0.703,6.97,2.12,12,6,13,2,8,8,2455,2203,,,0.357,0.283,0.514,50.4,58,,7,0.476,16,,0.25
Connecticut,https://www.sports-reference.com/cbb/schools/connecticut/2009.html,4,2009,36,31,5,0.861,22.17,8.57,15,3,14,2,9,1,2819,2313,,,0.464,0.23,0.549,55.8,56.9,,13.1,0.513,15.1,,0.315
Cornell,https://www.sports-reference.com/cbb/schools/cornell/2009.html,0,2009,31,21,10,0.677,2.71,-4.01,11,3,14,0,5,8,2281,2007,,,0.314,0.338,0.572,52.2,58.7,,7.7,0.542,16.6,,0.229
Dayton,https://www.sports-reference.com/cbb/schools/dayton/2009.html,1,2009,35,27,8,0.771,7.16,1.76,11,5,18,0,5,5,2339,2150,,,0.381,0.294,0.502,53.2,58.4,,7.6,0.47,16.9,,0.247
Duke,https://www.sports-reference.com/cbb/schools/duke/2009.html,2,2009,37,30,7,0.811,20.1,9.07,11,5,16,1,6,5,2867,2439,,,0.414,0.35,0.548,51.9,50.7,,7.7,0.505,14.8,,0.301
East Tennessee State,https://www.sports-reference.com/cbb/schools/east-tennessee-state/2009.html,0,2009,34,23,11,0.676,3.21,-1.87,14,6,11,2,9,6,2657,2383,,,0.396,0.289,0.547,50.9,45.4,,7.5,0.51,16.4,,0.281
Florida State,https://www.sports-reference.com/cbb/schools/florida-state/2009.html,0,2009,35,25,10,0.714,11.37,7.91,10,6,13,3,8,5,2392,2271,,,0.392,0.335,0.535,50.6,51.6,,11.5,0.492,19.7,,0.284
Gonzaga,https://www.sports-reference.com/cbb/schools/gonzaga/2009.html,2,2009,34,28,6,0.824,17.95,3.55,14,0,11,2,9,1,2684,2142,,,0.351,0.324,0.58,52.2,52.9,,10,0.551,14.3,,0.252
Illinois,https://www.sports-reference.com/cbb/schools/illinois/2009.html,0,2009,34,24,10,0.706,14.38,6.73,11,7,14,3,5,6,2204,1944,,,0.225,0.288,0.534,49.9,69.3,,7.3,0.511,16.9,,0.16
Kansas,https://www.sports-reference.com/cbb/schools/kansas/2009.html,2,2009,35,27,8,0.771,18.02,7.9,14,2,18,0,6,4,2674,2290,,,0.395,0.296,0.569,55.1,58.7,,8.7,0.532,17.8,,0.287
Louisiana State,https://www.sports-reference.com/cbb/schools/louisiana-state/2009.html,1,2009,35,27,8,0.771,11.87,3.27,13,3,19,2,6,3,2617,2316,,,0.354,0.273,0.535,53.5,56.5,,11.7,0.499,14.8,,0.253
Louisville,https://www.sports-reference.com/cbb/schools/louisville/2009.html,3,2009,37,31,6,0.838,20.87,8.41,16,2,16,2,8,1,2748,2287,,,0.314,0.378,0.546,51.8,62.4,,11.7,0.527,16.8,,0.201
Marquette,https://www.sports-reference.com/cbb/schools/marquette/2009.html,1,2009,35,25,10,0.714,15.06,7.87,12,6,16,2,7,4,2739,2432,,,0.454,0.347,0.557,52,57.5,,5.7,0.512,14.2,,0.33
Maryland,https://www.sports-reference.com/cbb/schools/maryland/2009.html,1,2009,35,21,14,0.6,11.1,8.99,7,9,14,4,2,6,2512,2419,,,0.28,0.277,0.509,48.9,55.3,,8,0.47,14.8,,0.212
Memphis,https://www.sports-reference.com/cbb/schools/memphis/2009.html,2,2009,37,33,4,0.892,20.92,4.63,16,0,19,1,10,1,2779,2176,,,0.399,0.313,0.537,54.2,53.7,,11.9,0.501,15.2,,0.275
Michigan State,https://www.sports-reference.com/cbb/schools/michigan-state/2009.html,5,2009,38,31,7,0.816,17.71,9.37,15,3,12,2,9,1,2737,2420,,,0.411,0.266,0.536,56.8,63.5,,6,0.498,17.3,,0.287
Michigan,https://www.sports-reference.com/cbb/schools/michigan/2009.html,1,2009,35,21,14,0.6,11.9,9.74,9,9,14,3,3,8,2341,2213,,,0.285,0.477,0.54,47.5,66.7,,5.5,0.505,15.6,,0.216
Minnesota,https://www.sports-reference.com/cbb/schools/minnesota/2009.html,0,2009,33,22,11,0.667,11.32,7.19,9,9,16,3,4,6,2189,2032,,,0.345,0.324,0.531,51.5,59.6,,13.6,0.494,18.8,,0.247
Mississippi State,https://www.sports-reference.com/cbb/schools/mississippi-state/2009.html,0,2009,36,23,13,0.639,9.1,4.62,9,7,13,5,6,5,2677,2479,,,0.412,0.398,0.544,49.4,50.2,,13.2,0.504,17.4,,0.292
Missouri,https://www.sports-reference.com/cbb/schools/missouri/2009.html,3,2009,38,31,7,0.816,19.56,6.72,12,4,18,0,5,4,3096,2571,,,0.366,0.313,0.554,49.6,62.2,,7.2,0.527,13.8,,0.246
Morehead State,https://www.sports-reference.com/cbb/schools/morehead-state/2009.html,1,2009,36,20,16,0.556,-3.14,-3.61,12,6,12,1,4,12,2511,2411,,,0.416,0.286,0.53,55.9,53.6,,8.1,0.485,19,,0.3
Morgan State,https://www.sports-reference.com/cbb/schools/morgan-state/2009.html,0,2009,35,23,12,0.657,-2.29,-6.53,13,3,8,2,10,7,2333,2182,,,0.33,0.262,0.493,52.4,45.9,,6.5,0.463,16.1,,0.214
North Carolina,https://www.sports-reference.com/cbb/schools/north-carolina/2009.html,6,2009,38,34,4,0.895,25.46,8.35,13,3,14,1,8,2,3413,2735,,,0.392,0.272,0.573,54.1,56.8,,8.9,0.533,13.7,,0.295
North Dakota State,https://www.sports-reference.com/cbb/schools/north-dakota-state/2009.html,0,2009,33,26,7,0.788,6.18,-2.72,16,2,12,1,10,4,2659,2279,,,0.374,0.299,0.583,53.1,51.5,,6.3,0.549,14,,0.276
Northern Iowa,https://www.sports-reference.com/cbb/schools/northern-iowa/2009.html,0,2009,34,23,11,0.676,5.63,2.24,14,4,11,4,8,4,2290,2158,,,0.424,0.371,0.563,52.4,54.6,,5.3,0.517,16.3,,0.32
Ohio State,https://www.sports-reference.com/cbb/schools/ohio-state/2009.html,0,2009,33,22,11,0.667,12.48,8.23,10,8,15,3,4,7,2206,2046,,,0.383,0.356,0.577,48.9,56.6,,11.2,0.548,18.7,,0.268
Oklahoma State,https://www.sports-reference.com/cbb/schools/oklahoma-state/2009.html,1,2009,35,23,12,0.657,13.78,7.44,9,7,14,2,4,6,2830,2608,,,0.394,0.413,0.579,48.9,47,,4.6,0.54,15,,0.295
Oklahoma,https://www.sports-reference.com/cbb/schools/oklahoma/2009.html,3,2009,36,30,6,0.833,18.07,6.88,13,3,16,1,7,3,2833,2430,,,0.465,0.345,0.581,53.9,53.1,,8.1,0.552,17,,0.314
Pittsburgh,https://www.sports-reference.com/cbb/schools/pittsburgh/2009.html,3,2009,36,31,5,0.861,21.21,8.61,15,3,19,0,7,2,2787,2320,,,0.328,0.294,0.555,56.6,60.9,,7.7,0.53,14.8,,0.222
Portland State,https://www.sports-reference.com/cbb/schools/portland-state/2009.html,0,2009,33,23,10,0.697,1.14,-3.16,11,5,13,1,7,7,2417,2262,,,0.293,0.44,0.559,50.3,58.4,,5.7,0.537,17.3,,0.199
Purdue,https://www.sports-reference.com/cbb/schools/purdue/2009.html,2,2009,37,27,10,0.73,16.44,7.17,11,7,18,3,5,5,2555,2212,,,0.332,0.34,0.533,49.6,60.4,,9.7,0.5,15.1,,0.233
Radford,https://www.sports-reference.com/cbb/schools/radford/2009.html,0,2009,33,21,12,0.636,-4.55,-4.37,15,3,12,5,9,6,2491,2372,,,0.43,0.242,0.539,54.2,52.7,,8.5,0.504,18.9,,0.292
Robert Morris,https://www.sports-reference.com/cbb/schools/robert-morris/2009.html,0,2009,35,24,11,0.686,-0.7,-5.23,15,3,14,3,9,7,2467,2288,,,0.367,0.308,0.565,50.8,60.9,,7.5,0.534,19.5,,0.259
Siena,https://www.sports-reference.com/cbb/schools/siena/2009.html,1,2009,35,27,8,0.771,8.05,0.99,16,2,17,0,9,4,2709,2462,,,0.357,0.259,0.537,49.7,53,,8.3,0.51,15.5,,0.237
Southern California,https://www.sports-reference.com/cbb/schools/southern-california/2009.html,1,2009,35,22,13,0.629,14.09,9.15,9,9,15,2,2,8,2397,2224,,,0.422,0.215,0.542,53.9,50.2,,9.7,0.508,18,,0.284
Stephen F. Austin,https://www.sports-reference.com/cbb/schools/stephen-f-austin/2009.html,0,2009,32,24,8,0.75,1.1,-3.21,13,3,13,0,6,7,2099,1795,,,0.3,0.313,0.512,50.5,53.6,,6.6,0.487,15.8,,0.195
Syracuse,https://www.sports-reference.com/cbb/schools/syracuse/2009.html,2,2009,38,28,10,0.737,17.24,9.48,11,7,16,3,5,5,3046,2725,,,0.388,0.326,0.565,51.7,61.9,,8.8,0.544,17.8,,0.25
Temple,https://www.sports-reference.com/cbb/schools/temple/2009.html,0,2009,34,22,12,0.647,9.05,3.9,11,5,9,2,9,8,2333,2158,,,0.287,0.368,0.538,52.2,62.3,,8.3,0.511,16.4,,0.201
Tennessee,https://www.sports-reference.com/cbb/schools/tennessee/2009.html,0,2009,34,21,13,0.618,13.6,7.71,10,6,10,5,6,5,2665,2465,,,0.367,0.346,0.539,53,57.9,,7.3,0.509,15.5,,0.248
Texas A&M,https://www.sports-reference.com/cbb/schools/texas-am/2009.html,1,2009,34,24,10,0.706,10.52,6.13,9,7,16,2,5,5,2440,2281,,,0.468,0.306,0.545,53.6,51.9,,7.8,0.504,16.2,,0.324
Texas,https://www.sports-reference.com/cbb/schools/texas/2009.html,1,2009,35,23,12,0.657,14.83,8.09,9,7,13,2,4,6,2532,2296,,,0.386,0.274,0.519,53.4,48.9,,10.6,0.485,15.3,,0.258
UCLA,https://www.sports-reference.com/cbb/schools/ucla/2009.html,1,2009,35,26,9,0.743,18.64,7.19,13,5,16,2,6,4,2642,2241,,,0.312,0.332,0.583,52.6,55.9,,6.8,0.557,16.3,,0.226
Utah State,https://www.sports-reference.com/cbb/schools/utah-state/2009.html,0,2009,35,30,5,0.857,9.33,0.07,14,2,17,0,11,3,2534,2169,,,0.383,0.311,0.591,55.4,63,,5.3,0.557,15.5,,0.284
Utah,https://www.sports-reference.com/cbb/schools/utah/2009.html,0,2009,34,24,10,0.706,12.59,5.72,12,4,13,2,6,7,2421,2195,,,0.401,0.379,0.589,53.7,55.9,,9.8,0.544,18.6,,0.313
Villanova,https://www.sports-reference.com/cbb/schools/villanova/2009.html,4,2009,38,30,8,0.789,17.45,8.72,13,5,16,2,8,3,2919,2560,,,0.419,0.32,0.555,53.5,55.7,,7,0.508,16.1,,0.316
Virginia Commonwealth,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/2009.html,0,2009,34,24,10,0.706,7.7,-0.65,14,4,16,1,7,6,2440,2156,,,0.367,0.32,0.553,49.5,54.2,,9.4,0.52,16.3,,0.259
